tag_id,tag_name
493,goofy
494,creepy
495,paranoia
496,scary
497,SNL
498,Nicolas Cage
499,martial arts
500,adult humor
501,free speech
502,parody
503,south park
504,Trey Parker
505,obsession
506,secrets
507,serial killer
508,asylum
509,Brittany Murphy
510,Mental Hospital
511,winona ryder
512,claustrophobic
513,stephen king
514,scifi cult
515,ben stiller
516,David Bowie
517,mindless one liners
518,jake gyllenhaal
519,high fantasy
520,mythology
521,tolkien
522,wizards
523,samurai
524,Rob Zombie
525,jim carrey
526,powerful ending
527,schizophrenia
528,Jake Gyllenhaal
529,Modern war
530,Jack Nicholson
531,based on a play
532,Insanity
533,PTSD
534,claymation
535,dark fairy tale
536,Surreal
537,insanity
538,Psychological Thriller
539,stranded
540,alter ego
541,illusions
542,overcomplicated
543,stupid ending
544,absorbing
545,acting
546,Hugh Jackman
547,morality
548,uplifting
549,too long
550,Metaphorical
551,annoying
552,Stupid ending
553,Myth
554,game
555,pregnancy
556,remake
557,president
558,Jane Austen
559,Hollywood
560,alcoholism
561,kidnapping
562,teacher
563,Animal movie
564,pigs
565,death penalty
566,Nun
567,twins
568,Emma
569,Shakespeare
570,Journalism
571,heist
572,adoption
573,prostitution
574,writing
575,Jekyll and Hyde
576,crime
577,golf
578,muppets
579,Scotland
580,dating
581,journalism
582,moon
583,NASA
584,Michael Crichton
585,submarine
586,In Netflix queue
587,computers
588,Made me cry
589,generation X
590,school
591,Stephen King
592,movie business
593,basketball
594,Australia
595,Beethoven
596,Einstein
597,court
598,darth vader
599,luke skywalker
600,space opera
601,Louisa May Alcott
602,England
603,Girl Power
604,Christmas
605,prison
606,disability
607,hit men
608,TV
609,Death
610,marriage
611,wrongful imprisonment
612,Enterprise
613,coma
614,weddings
615,cross dressing
616,men in drag
617,remade
618,Tom Clancy
619,John Grisham
620,interracial romance
621,shrimp
622,Vietnam
623,gambling
624,bus
625,spies
626,Edith Wharton
627,President
628,based on a TV show
629,hula hoop
630,Ireland
631,biopic
632,Dinosaur
633,AIDs
634,Butler
635,Housekeeper
636,racism
637,football
638,Holocaust
639,chess
640,C.S. Lewis
641,large cast
642,race
643,Empire State Building
644,beat poetry
645,Halloween
646,adolescence
647,christmas
648,American Indians
649,Native Americans
650,Hannibal Lector
651,priest
652,Gulf War
653,spoof
654,Bugs Bunny
655,Veterinarian
656,Alcatraz
657,Disaster
658,Atomic bomb
659,drug abuse
660,adultery
661,France
662,Capote
663,falling
664,voyeurism
665,Screwball
666,Brooch
667,Mount Rushmore
668,start of a beautiful friendship
669,statue
670,George Bernard Shaw
671,rich guy - poor girl
672,Italy
673,royalty
674,1900s
675,Dorothy
676,Toto
677,Civil War
678,movies
679,Rosebud
680,Hal
681,Mrs. DeWinter
682,Europe
683,war
684,amnesia
685,Cold War
686,Russia
687,swashbuckler
688,Shangri-La
689,Astaire and Rogers
690,butler
691,homeless
692,screwball
693,oil
694,Nick and Nora Charles
695,Politics
696,leopard
697,fugitive
698,missionary
699,Tennessee Williams
700,food
701,King Arthur
702,nanny
703,Rogers and Hammerstein
704,Music
705,governess
706,fish
707,Bible
708,religion
709,1920s
710,gangsters
711,dance
712,1960s
713,Jim Morrison
714,Navy
715,1950s
716,aging
717,Clousseau
718,boxing
719,I am your father
720,Inigo Montoya
721,six-fingered man
722,ark of the covenant
723,spaghetti western
724,Middle East
725,brainwashing
726,Harper Lee
727,ferris wheel
728,Venice
729,zither
730,Norman Bates
731,Saturday Night Live
732,Mozart
733,Salieri
734,New York
735,The Entertainer
736,May-December romance
737,death
738,Shakespeare sort of
739,Simon and Garfunkel
740,POW
741,incest
742,Cold
743,skiing
744,Nazis
745,gunfight
746,Hammett
747,heavy metal
748,mockumentary
749,Holy Grail
750,television
751,E. M. Forster
752,Cambodia
753,baseball
754,birds
755,lawyer
756,prom
757,vampires
758,demons
759,personals ads
760,Borg
761,ex-con
762,Arthur Miller
763,Klingons
764,Captain Kirk
765,whales
766,Shark
767,shark
768,sports
769,spying
770,slasher
771,Hawkeye
772,James Fennimore Cooper
773,Andrew Lloyd Weber
774,jungle
775,reunion
776,ballroom dance
777,dinosaurs
778,transplants
779,Police
780,1970s
781,Queen Victoria
782,lawyers
783,future
784,Amish
785,alternate universe
786,Henry James
787,Savannah
788,Canada
789,shipwreck
790,Charles Dickens
791,1980s
792,No DVD at Netflix
793,conspiracy
794,ships
795,anti-Semitism
796,Judaism
797,Huey Long
798,Robert Penn Warren
799,coulda been a contender
800,Gangs
801,Dickens
802,Olympics
803,China
804,autism
805,rasicm
806,Jason
807,halloween
808,California
809,Mexico
810,Katzanzakis
811,General Motors
812,Michigan
813,sexuality
814,suburbia
815,mermaid
816,weather forecaster
817,S.E. Hinton
818,Tolkein
819,mice
820,theater
821,Capone
822,small towns
823,train
824,In Your Eyes
825,Lloyd Dobbler
826,freaks
827,Broadway
828,South America
829,Moses
830,e-mail
831,doctors
832,stapler
833,workplace
834,evil children
835,Siam
836,southern US
837,golfing
838,virtual reality
839,motherhood
840,prequel
841,the Force
842,alternate endings
843,spiders
844,claims to be true
845,video
846,Ghosts
847,crucifixion
848,slavery
849,Missionary
850,Priest
851,nostalgia
852,radio
853,I see dead people
854,aviation
855,Beatles
856,river
857,Academy award (Best Supporting Actress)
858,Indonesia
859,nightclub
860,brothers
861,lawn mower
862,live action/animation
863,tobacco
864,dance marathon
865,class
866,camp
867,Ichabod Crane
868,new york
869,depression
870,dust bowl
871,Graham Greene
872,black-and-white
873,L.A.
874,Andy Kaufman
875,nuns
876,plastic surgery
877,E.M. Forster
878,figure skating
879,big top
880,circus
881,blind
882,orphans
883,subway
884,scandal
885,college
886,TOGA
887,Insurance
888,Hepburn and Tracy
889,interracial marriage
890,prejudice
891,island
892,factory
893,pool
894,evolution
895,Nick Hornby
896,Peter Pan
897,families
898,psychiatrist
899,rabbi
900,show business
901,Gambling
902,suicide
903,business
904,Pee Wee Herman
905,mining
906,diabetes
907,Rolling Stone
908,blindness
909,Dogs
910,invisibility
911,ballet
912,Dr. Seuss
913,china
914,pageant
915,bluegrass
916,preacher
917,Hannibal Lecter
918,von Bulow
919,Backwards. memory
920,singletons
921,Union
922,fairy tales
923,Strangers on a Train
924,accident
925,rape
926,immigrants
927,hippies
928,babies
929,prodigies
930,Nuclear disaster
931,union
932,Loretta Lynn
933,Tradition!
934,Wizards
935,singers
936,whimsical
937,Agatha Christie
938,Dumas
939,younger men
940,photography
941,psychopaths
942,bombs
943,Lou Gehrig
944,violence in america
945,pudding
946,made me cry
947,World War I
948,art
949,salute to Douglas Sirk
950,jazz
951,doll
952,Chile
953,horses
954,Day and Hudson
955,soccer
956,Ray Bradbury
957,spelling bee
958,Jean Grey
959,Magneto
960,Rogue
961,Wolverine
962,retro
963,child abuse
964,immigration
965,Japan
966,cancer
967,road trip
968,multiple roles
969,terminal illness
970,con men
971,fatherhood
972,matchmaker
973,vampire
974,biking
975,Lonesome Polecat
976,Watergate
977,Food
978,domestic violence
979,werewolf
980,trains
981,Thanksgiving
982,saint
983,good and evil
984,Scott Turow
985,cattle drive
986,Marx brothers
987,opera
988,real estate
989,mountain climbing
990,Grace
991,deaf
992,MacBeth
993,Van Gogh
994,Not available from Netflix
995,Clock
996,Prince
997,convent
998,ogres
999,McDonalds
1000,Doc Ock
1001,Oscar (Best Supporting Actress)
1002,stage
1003,wine
1004,abortion
1005,gold
1006,mirrors
1007,donkey
1008,saints
1009,genocide
1010,roald dahl
1011,Howard Hughes
1012,busniess
1013,06 Oscar Nominated Best Movie - Animation
1014,hip hop
1015,Firefly
1016,bears
1017,Truman Capote
1018,Aardman
1019,McCarthy hearings
1020,Morrow
1021,Johnny Cash
1022,villain nonexistent or not needed for good story
1023,stop looking at me swan
1024,androids
1025,cyberpunk
1026,Philip K. Dick
1027,Scifi masterpiece
1028,drama
1029,Michael Bay
1030,GIVE ME BACK MY SON!
1031,It was melodramatic and kind of dumb
1032,Mel Gibson
1033,James Stewart
1034,photographer
1035,eerie
1036,neo-noir
1037,George Lucas
1038,Harrison Ford
1039,original plot
1040,anti-war
1041,visually stunning
1042,cameo:Whoopi Goldberg
1043,Star Trek
1044,best comedy
1045,Chris Klein
1046,dumb
1047,Jason Biggs
1048,not funny
1049,pizza beer
1050,Seann William Scott
1051,teen
1052,dialogue
1053,guns
1054,Jesse Ventura
1055,macho
1056,comics
1057,father-son relationship
1058,unique
1059,mental hospital
1060,Well Done
1061,crappy sequel
1062,first was much better
1063,imagination
1064,love
1065,M. Night Shyamalan
1066,big budget
1067,Halle Berry
1068,bad
1069,disappointing
1070,faerie tale
1071,fairy tale
1072,far fetched
1073,Paul Giamatti
1074,costume drama
1075,Edward Norton
1076,magic
1077,Michael Cera
1078,nerds
1079,self discovery
1080,shenanigans
1081,virginity
1082,alone in the world
1083,last man on earth
1084,notable soundtrack
1085,teenage pregnancy
1086,Colin Farrell
1087,Ralph Fiennes
1088,movies about movies
1089,Coen Bros
1090,George Clooney
1091,John Malkovich
1092,twists & turns
1093,weird
1094,Andy Samberg
1095,bromantic
1096,Jaime Pressly
1097,Jason Segel
1098,masculinity
1099,2001-like
1100,Sci-fi
1101,solitude
1102,too many characters
1103,lack of development
1104,lack of story
1105,quick cuts
1106,Simon Pegg
1107,space travel
1108,FIGHTING THE SYSTEM
1109,franchise
1110,new composer
1111,Recap
1112,needed more autobots
1113,ridiculous
1114,Shia LaBeouf
1115,stop using useless characters for filler
1116,artistic
1117,Funny
1118,inspiring
1119,intelligent
1120,Zooey Deschanel
1121,intelligent sci-fi
1122,bad science
1123,futuristic
1124,graphic design
1125,James Cameron
1126,poor dialogue
1127,superficial plot
1128,unoriginal
1129,white guilt
1130,geeky
1131,video games
1132,male nudity
1133,action choreography
1134,Horrid characterisation
1135,Poor plot development
1136,passion
1137,purity of essence
1138,Slim Pickens
1139,Deep Throat
1140,Dan Aykroyd
1141,enjoyable
1142,bubba gump shrimp
1143,lieutenant dan
1144,stupid is as stupid does
1145,biography
1146,philosophy
1147,post apocalyptic
1148,depressing
1149,cheating
1150,lies
1151,smart
1152,memory loss
1153,sad
1154,Denzel Washington
1155,robbery
1156,small time criminals
1157,casino
1158,hotel
1159,Las Vegas
1160,complicated
1161,dead wife
1162,intellectual
1163,FBI
1164,too much love interest
1165,economics
1166,investor corruption
1167,truth
1168,Captain America
1169,silly
1170,superhero team
1171,bank
1172,big corporations
1173,financial crisis
1174,Kevin Spacey
1175,realistic
1176,Wall Street
1177,interesting scenario
1178,cia
1179,Thrilling
1180,cliche characters
1181,long shots
1182,Simple
1183,slow action
1184,hostage
1185,ocean
1186,Stock Market
1187,fun
1188,off-beat comedy
1189,bittersweet
1190,heartwarming
1191,touching
1192,existentialism
1193,philosophical
1194,Quirky
1195,confrontational
1196,earnest
1197,great screenplay
1198,gritty
1199,Motivational
1200,cerebral
1201,reflective
1202,chilly
1203,menacing
1204,oninous
1205,avant-garde romantic comedy
1206,elegiac
1207,melancholy
1208,wry
1209,artsy
1210,enigmatic
1211,beautiful
1212,Heartwarming
1213,poignant
1214,tear jerker
1215,tearjerking
1216,gentle
1217,lyrical
1218,downbeat
1219,crazy
1220,great cinematography
1221,easygoing
1222,art house
1223,cryptic
1224,fucked up
1225,gruesome
1226,Insane
1227,strange
1228,somber
1229,Beautiful
1230,dreamy
1231,elegant
1232,heartbreaking
1233,intimate
1234,loneliness
1235,long takes
1236,longing
1237,melancholic
1238,moody
1239,nocturnal
1240,romantic
1241,Unique
1242,anger
1243,awkward
1244,symbolism
1245,unconventional
1246,wistful
1247,grim
1248,tragedy
1249,tragic
1250,Depressing
1251,meditative
1252,purposefulness
1253,bleak
1254,harsh
1255,haunting
1256,inhumane
1257,arthouse
1258,colourful
1259,happpiness
1260,humane
1261,insightful
1262,lovely
1263,mind-bending
1264,quirky romantic
1265,surrealism
1266,bizarre
1267,twisted
1268,trippy
1269,character study
1270,intense
1271,great humor
1272,poetic
1273,beautiful cinematography
1274,beautifully filmed
1275,fatalistic
1276,cheeky
1277,colorful
1278,imaginative
1279,bad dialogue
1280,philosophical issues
1281,adorable
1282,Eccentric
1283,introspection
1284,Great Visuals
1285,unlikely hero
1286,slick
1287,Dark
1288,Sad
1289,Visually appealing
1290,understated
1291,Visually Striking
1292,tension
1293,Moving
1294,contemplative
1295,interesting
1296,Witty
1297,beautiful visuals
1298,Cerebral
1299,good cinematography
1300,predictible plot
1301,Suspenseful
1302,brilliant
1303,allegorical
1304,uncomfortable
1305,unsettling
1306,bad music
1307,seen at the cinema
1308,Not Seen
1309,good
1310,really bad
1311,Great movie
1312,Wesley Snipes
1313,not seen
1314,BEST PICTURE
1315,steve carell
1316,HORRIBLE ACTING
1317,assassins
1318,awkward romance
1319,French
1320,Gary Oldman
1321,great acting
1322,Guns
1323,Lolita theme
1324,Luc Besson
1325,Natalie Portman
1326,police corruption
1327,1990s
1328,achronological
1329,action packed
1330,aggressive
1331,amazing
1332,amazing dialogues
1333,anthology
1334,AWESOME
1335,bad ass
1336,bad language
1337,bad-ass
1338,bible
1339,biblical references
1340,big boys with guns
1341,big name actors
1342,Black comedy
1343,black humor
1344,black humour
1345,blood
1346,blood splatters
1347,bruce willis
1348,casual violence
1349,character development
1350,classic movie
1351,coke
1352,conversation
1353,cool
1354,cool style
1355,crime scene scrubbing
1356,cult classic
1357,dancing
1358,different
1359,diner
1360,disjointed timeline
1361,drug overdose
1362,drugs & music
1363,entertaining
1364,entirely dialogue
1365,episodic
1366,exciting
1367,fast paced
1368,fast-paced
1369,film noir
1370,film-noir
1371,foul language
1372,genius
1373,golden watch
1374,good music
1375,gore
1376,great dialogue
1377,Harvey Keitel
1378,homosexuality
1379,humour
1380,iconic
1381,innovative
1382,intertwining storylines
1383,interwoven storylines
1384,irony
1385,John Travolta
1386,killer-as-protagonist
1387,los angeles
1388,meaningless violence
1389,milkshake
1390,mobster
1391,mobsters
1392,monologue
1393,motherfucker
1394,multiple stories
1395,noir
1396,non-linear timeline
1397,nonlinear narrative
1398,nonlinear storyline
1399,nonlinear timeline
1400,organised crime
1401,out of order
1402,Palme d'Or
1403,pop culture references
1404,pulp
1405,Quotable
1406,r:disturbing violent content including rape
1407,r:disturbing violent images
1408,r:graphic sexuality
1409,r:some violence
1410,r:strong bloody violence
1411,r:strong language
1412,r:sustained strong stylized violence
1413,r:violence
1414,random
1415,Roger Avary
1416,royal with cheese
1417,sexy
1418,smart writing
1419,sophisticated
1420,splatter
1421,storytelling
1422,travolta
1423,Uma Thurman
1424,unpredictable
1425,unusual
1426,apes
1427,Arthur C. Clarke
1428,computer
1429,confusing ending
1430,Dull
1431,Oscar (Best Effects - Visual Effects)
1432,relaxing
1433,revolutionary
1434,setting:space/space ship
1435,slow
1436,slow paced
1437,spacecraft
1438,superb soundtrack
1439,technology
1440,tedious
1441,visual
1442,bowling
1443,coen brothers
1444,Cult classic
1445,deadpan
1446,John Goodman
1447,Julianne Moore
1448,marijuana
1449,Philip Seymour Hoffman
1450,ransom
1451,rug
1452,satirical
1453,challenging
1454,Chuck Palahniuk
1455,consumerism
1456,David Fincher
1457,double life
1458,fighting
1459,imaginary friend
1460,mind-blowing
1461,Nudity (Topless)
1462,Palahnuik
1463,postmodern
1464,psychological thriller
1465,societal criticism
1466,TERRORISM
1467,British
1468,Romans
1469,for katie
1470,austere
1471,gun fu
1472,heroic bloodshed
1473,Heroic Bloodshed
